,Unnamed: 0,place_id,name,price_level,rating,types,address,phone_number,opening_hours,photo_ref,user_ratings_total,google_url,vegan_rating,gf_rating,veg_rating
80,80,ChIJC2NlbRt544kRUPiGCxRJ8YM,My Happy Hunan Kitchen,2.0,4.4,"meal_delivery, restaurant, food, point_of_interest, establishment","1926 Beacon St, Brighton, MA 02135, USA",(617) 396-8268,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWpwAVZoJ3CTHkUsvMmrF8W6_75tkrPlupfw8FkVqAhXKMRHBc27Vf6IG0PrTlDAUMCgcvDlytClHPOGrr_VkvDA_rg6OI5jGmwY28CMG7vhisH03gb5auV-1wLk4CDFIWd1qVRzTfYjqHs-vgQNNUfzYQxUnl3ZUAY_w_u0hsTtON7j,234,https://maps.google.com/?cid=9507460638797396048,4.3,2.5,4.4
81,81,ChIJT1p8_PV544kR8zdM0MqPYDo,Citizen Public House & Oyster Bar,2.0,4.3,"restaurant, bar, food, point_of_interest, establishment","1310 Boylston St, Boston, MA 02215, USA",(617) 450-9000,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1600'}}]",AdDdOWrBH4YeNP2p38whEG9wGJ1z2tI3lnwRziRL7Yio6S-3MJRgqNIDu2FhbmhMLnkHIBHySAGGLlatPWDfxr9EKoeBga8_AIRv6QPxW8s2OXGo8Ye3XjHJGYtx2iy2_-QIT8Q46J_oOI_wT38H0BMh-kCcg8CsVN0luTtyhUZ7-yPZX5of,857,https://maps.google.com/?cid=4206520153204865011,2.5,2.5,3.9
82,82,ChIJh-_ZLPZ544kRu4Hl0OcbiFg,Bleacher Bar,2.0,4.5,"bar, restaurant, food, point_of_interest, establishment","82A Lansdowne St, Boston, MA 02215, USA",(617) 262-2424,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1130'}}]",AdDdOWp4_1FZAflP-dU6jui-ofEEko8gwr7zQHx330Lai50gCbFr9z2FyFovqZml3azXFe08Eh1K8Qg8llnNsTUsSfbsPkuyO6C_23CEAjXU5Vo5Id85Wn7rgFuB-Od4MMPX_7gHQsiSblLVZNc7FhnzTYekO7indS03RTr3llSlklcudMuf,1827,https://maps.google.com/?cid=6379379554626404795,4.1,2.5,4.3
83,83,ChIJWbV1rPB544kRMcks9YJ2N5k,Beijing Cafe,1.0,3.3,"restaurant, food, point_of_interest, establishment","728 Commonwealth Ave, Boston, MA 02215, USA",(617) 859-3925,"[{'close': {'day': 0, 'time': '2115'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2115'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2115'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2115'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2115'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2115'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2115'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWpN-ze1VKQWPJeK7vfQmy7EkSMXfezqFerqpCNvrFKsFH8X-Iy-qqcKXYmhEXRmc8_sYbdgnvgnX46KyZnZ8KaUmTi8xF5RLc18iVTVcCkDfVaFxwsMtqN40z7PPmNEEVRjVZnPJkNpdDvMU7NFfW3t-v4f1rJ5-POZZLjMDpBBfCKB,226,https://maps.google.com/?cid=11040423316353239345,2.5,2.5,2.5
84,84,ChIJBSxo0hx644kRynOPvpeqGhA,Cafe 472,1.0,4.0,"restaurant, food, point_of_interest, establishment","472 Commonwealth Ave, Boston, MA 02215, USA",(617) 236-4949,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWojtM_CjXtverL_b3phM9YvUL10Bwp-193PyXrFv3LvO57qG4kPR5nEcFqCTpOXyiKf6KaOFkubDXAjzrqdk4b-IwFiFR6RiNci6bdTS_11iVydFJIzPc7MdmNlQYjNA9vsMNguWfAfBMgHvYyby7wLYeNh0HyoY7comTVoyRhZEbcC,288,https://maps.google.com/?cid=1160427422715179978,4.7,2.5,4.9
85,85,ChIJuysRHR1644kRRkXMVhlbbu4,Loretta's Last Call,2.0,4.1,"bar, restaurant, food, point_of_interest, establishment","1 Lansdowne St, Boston, MA 02215, USA",(617) 421-9595,"[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 2, 'time': '0100'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1030'}}]",AdDdOWq3EQ6JGRF2HW9FOCqlGpnH52o054lj93HgzJvR_wQvMgEcdh8O60rh4agzylU8iupztXCzKiA4I0_AWyc4YcPTFtIUcngMrTGLGn2unpffbzWpqepoGpPOH4paPmy5OSZyWnPV3wYbJ3ne5z6EssR9_UwDZUqEReWqsdhx4I0SPef1,1224,https://maps.google.com/?cid=17180769792853558598,2.5,2.5,2.7
86,86,ChIJM51pKo9544kRVnXUV_URUsA,Ginger Exchange - Mission Hill Roxbury,2.0,4.1,"bar, restaurant, food, point_of_interest, establishment","1625 Tremont St, Boston, MA 02120, USA",(617) 739-8888,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1130'}}]",AdDdOWpdyOVcAXAzlJ-0Ri-6bqc_apVyvXJL3V8QEURgBCK3gwOgDme9_tZff-bocaFF_01iUw2-trmxn41Z6IA_g58DFX_gusOCEhrcCn4kmP0_M_iO-Z9OfhPVtSJZtXxAicf1egwM1qlXclOpkFBbE3VgKzRF1cXSw4VH0XIEi3886ZKc,258,https://maps.google.com/?cid=13858158748810638678,1.3,2.5,3.3
87,87,ChIJm0LFxvV544kR6CAUr4kduZU,CAVA,2.0,4.6,"restaurant, food, point_of_interest, establishment","1346 Boylston St, Boston, MA 02215, USA",(617) 286-8872,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1045'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1045'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1045'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1045'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1045'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1045'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1045'}}]",AdDdOWoKm7xUkVvn5ineT8r0dDL_n39sbGqAv-FuGmj8ksPBMlLupw74k5DQpiF_M4z0tm5fiM-BWZkv8PIkhNwq4wMtoPeluFyS35gPMgHC1m_IS9AXmqLnVxvUMu3MkSO4LYjyryPZVgZuWdaUJmwN0MTsDaRF9QlFN-xb9Xb3275km-Q,874,https://maps.google.com/?cid=10788686859527790824,4.7,2.5,4.2
88,88,ChIJl1IyCfF544kRX2Sp1p-Hn9U,Crispy Crepes Cafe,,4.6,"store, restaurant, food, point_of_interest, establishment","714 Commonwealth Ave, Boston, MA 02215, USA",(617) 859-9585,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '0900'}}]",AdDdOWorAo2aWSw0s4ym82oAhUw7TfxXHcCQw-C5rY_FVOUf0FpUXwJV7sC9BQqwFm5sejyezKaxdXwDQHqD7vO1Q4fwEwDD8rGkhcT6UWiVSf84-Q_S5sDZ2ypdXemWTAya56tdnAB4R1arPa2T3ZGy6FmKqzcbqyAjGkU2yWRbr-burk32,241,https://maps.google.com/?cid=15393171171946619999,2.5,2.5,4.2
89,89,ChIJKWZtNVh544kRPwhFqWHePkQ,Bar 'Cino Brookline,2.0,4.5,"restaurant, food, point_of_interest, establishment","1032 Beacon St, Brookline, MA 02446, USA",(617) 608-3220,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1130'}}]",AdDdOWqsr3OnfziY11KflpIaD3ZKZFJy14lpJ0gYhySbtA9Eev4qoadZKFgVMVWdLhnQ_ur8mxNv1GbGaeoiNu2EEk_VKI9VdjZ2a8TiU2ksH7A2Fim5VyvouqtFgeqSfxHqd9rv78pViOb4sxZizp1lKu84-ueIJTxPTt6yJhiQLg1f0GvX,520,https://maps.google.com/?cid=4917612354168227903,2.6,2.5,4.6
90,90,ChIJLWMy8hp644kR7KNOqrIfDak,Supreme Pizza,3.0,3.9,"restaurant, food, point_of_interest, establishment","177 Massachusetts Ave, Boston, MA 02115, USA",(617) 247-8252,"[{'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWqfb4NTBQxxCna5FzppKoulDQXqro8Zgz4unb8U4tx-zyn0ArdFhb37gFl9UraR2wNUOgm_Vkeev1ZQT133qliUvujjjI7n7aHNqD_fDSi5yrG1WGEPrk5t99VRED_5Xe77VckaghoQqiKdSaTJFkVJuFfeE9JjZFFK4xFaJc-EqBBv,257,https://maps.google.com/?cid=12181427419328979948,2.5,2.5,4.7
91,91,ChIJsfaBdMV544kRFk9J9XXkLjI,Boston Soup Dumplings 烹小鲜,2.0,4.5,"restaurant, food, point_of_interest, establishment","113 Brighton Ave, Boston, MA 02134, USA",(617) 202-3867,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1600'}}]",AdDdOWqkeemA9SJKFhi9Ny6uQr47_OsvrmDDo4noquTRd51woBTsjSx0mHprVwqI-aYCVE6d_bE-0sEDW6a5yOYZzOtoY4R_4RSbOiGU2ge7V89sLIrwrwOoIVvTq-ebzCJLI6EGsR4YJvFJgE1uYpe1RL7GkGSgTqsQ_gFMFTFH1lPUnkPd,170,https://maps.google.com/?cid=3616078746102615830,2.5,2.5,0.6
92,92,ChIJ44ZYNPZ544kRUbx5bOEX-Vc,Cask 'N Flagon,2.0,4.1,"restaurant, food, bar, point_of_interest, establishment","62 Brookline Ave, Boston, MA 02215, USA",(617) 536-4840,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWqMVZ9Momsyc88rCzKZBz8xDdDe0cB6hj0oXE5DCJH_z5qKAjf6dTM6ZiqnEwN_i6iAL55LXd5sV2fliMJhqr0GeFLYwetEZ3rgfzSkEKOjYAf-iQ0vBtNe2iPhVlWLFKy5xPhbdGKzRq3Nc40R1E-AqGuZS9oVnVdS_CFJPJwONnvg,1680,https://maps.google.com/?cid=6339124207455681617,2.5,4.5,4.5
93,93,ChIJ_5qf9Q9644kR_CtfKm5zZ_k,Hokkaido Ramen Santouka Back Bay,2.0,4.5,"restaurant, food, point_of_interest, establishment","66 Hereford St, Boston, MA 02115, USA",(857) 310-5194,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWoJv3m9YBnPu8LDN4rfV36iIWpOoK38H6fT3ATze6T_nGj_HkgGGSp_lg8vl_jPOHB1SXRONNzzD4CdMJXQf9mfEwBDLNiszOgCEqMgs71mnRzKf6W9oSqrkHIded1Ovve6rhrSMAjEs14CwtylinrLOoew1KcGlQv4Z3R0cWDp072L,1639,https://maps.google.com/?cid=17971459755039730684,4.5,2.5,3.7
94,94,ChIJwWPxYWF544kRmxwxmtG1ewI,Vaisakhi Indian Kitchen,2.0,4.3,"restaurant, food, point_of_interest, establishment","157 Sutherland Rd, Boston, MA 02135, USA",(617) 487-8941,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2330'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2330'}, 'open': {'day': 6, 'time': '1130'}}]",AdDdOWpGfI7U5HTiVo-hhz8WjEtxsXhGpZ_Hg4XajpZlN-Ev4CSHJBtuyDbMcPJiHeTCck6fJEa5pXss63RSD4drpcbklV4uMtdxnvTXW4M4hlKJBnmSwFM8EtPFho_81IPawvy5H5lAGAFGylApH2UPGZjmGre5O25mEzYqCwuEsBZjXxg,472,https://maps.google.com/?cid=178936522050968731,4.8,2.5,4.3
95,95,ChIJu68FA_h544kRFZ4pbYQVLcI,The Fresh Food Company at Marciano Commons,1.0,3.9,"restaurant, food, point_of_interest, establishment","100 Bay State Rd, Boston, MA 02215, USA",(617) 358-6977,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0900'}}]",AdDdOWp_t4R1c2HdAvkqPKLW2iuDM-7zaJEkGEWjJA7v3SDOVLj-yx3016uin6V99I_K7N8cJYZBHJ12qtjAWXLpZ_T34vvXD4rXIGpGoAnYyj5GiZPoM-uGu-78UmLvTSzR7S7KezySh92Xa3v45CuhxgYfnCdO_USN1vWIuxn4qGFY0MJD,68,https://maps.google.com/?cid=13991863275821309461,2.5,2.5,2.5
96,96,ChIJsaVgS4x544kRKZEdzQFfjgI,Longwood Grille & Bar,2.0,3.9,"bar, restaurant, food, point_of_interest, establishment","342 Longwood Ave, Boston, MA 02115, USA",(617) 232-9770,"[{'close': {'day': 1, 'time': '1000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '1000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '1000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '1000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '1000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1130'}}]",AdDdOWpom0EPoTTiS728Ld4lI0jZcoAs5PdCs-czublLGW79rWYgJmkz66GS5TjfciH457WVG_D_6BDCgJQgM3FLl8hWOCJYuSpqg0Rav3USvKkB68PJYptkzR6aAW6p-TlPAB2VQolnDfq19my2-wfMsYk1m2mJCB4mTfRA-cgAIX1J17kS,285,https://maps.google.com/?cid=184189096109642025,2.5,2.5,3.0
97,97,ChIJ6bV0Gx1644kRjbtygVcbOq4,Cheeky Monkey Brewing Company,1.0,4.0,"restaurant, bar, store, food, point_of_interest, establishment","3 Lansdowne St, Boston, MA 02215, USA",(617) 859-0030,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1200'}}]",AdDdOWpgRyokFUOerbAgbuwyS1D8e98e9Jp7pCRViyW2D_Q5a45-ncmjeyvAbaSah5d9EP7I9B597zGTbRKxYPgPedOmm7IG1cmDWdU59pCZ0ijIO648LBIdCxLsGjWohx9xrD6BbFCsgNyed8u5xIhRBOr6_fecEY478-vVzg8ErtoTb6wv,495,https://maps.google.com/?cid=12554376973896563597,4.7,2.5,4.8
98,98,ChIJq-Aoqkt544kRtb6cAR7zCSA,Life Alive Organic Cafe Brookline,2.0,4.4,"restaurant, food, point_of_interest, establishment","888 Commonwealth Ave, Boston, MA 02215, USA",(617) 903-3256,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0730'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0730'}}]",AdDdOWou77Ra_7r2nbgfMg4G2X9nnIE8bvi9w4lvI_ltGVyHpyjuHzu56SjBX3Ou5gOxDTxHy6sjl3m1t6LbiINbtG2aVYkdNExGSibRsLO0ZoA4ImtcxIP4LMcNlfWB7Tmvvj-RibYMH0SadfJpb-Ud_b1_z0h3jmWAmkJOujVJeMnSvB8-,528,https://maps.google.com/?cid=2308643594205707957,4.5,4.7,4.5
99,99,ChIJxbJWjclw44kRKviEMx4pUWg,Rhythm 'n Wraps,2.0,4.7,"restaurant, food, point_of_interest, establishment","1096 Commonwealth Ave, Boston, MA 02134, USA",(617) 566-4144,"[{'close': {'day': 0, 'time': '1900'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWpkqf8-cvoOHTAXXSmMQMT4GldnSVkCXmHGf5iKsuzocC5nrI1WAA9Eutw9aCAyb6wIKfZjxQYE0zJ92nMa-oHT1IheJ9SwYCBWKbbV-mIkw4aZuTcGFLm89a4LV2xTBPglmbgnGEJUkUGt0e02VqAbkoDW6oaiXdXl3BNmyCzz-lTN,386,https://maps.google.com/?cid=7516834462748178474,4.6,2.5,4.5
100,100,ChIJZyw_PB5744kR3gqFW5qk73g,Tsuru Ton Tan - Boston,2.0,3.9,"restaurant, food, point_of_interest, establishment","512 Commonwealth Ave, Boston, MA 02215, USA",(857) 233-2839,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}]",AdDdOWopiUXa1IAB0Pi9QLQkzDCOzT_2XFiMOExj0aYjjf08_tPpDe-445BNzC55UwrNQlZzhzdcmwDbTVWG0NL_zxVb5y6bY5pn4_7ypPM3FjBa5omPlY4ogUQ2wCJHxJMgnvVz1on85oTvp4fduHZKxH5bhvZWwyUV7JJFcdIlNcoJUooN,413,https://maps.google.com/?cid=8714364786852563678,4.8,2.5,3.5
